'name', 'SEASON_ID', 'Player_ID', 'Game_ID', 'GAME_DATE', 'MATCHUP', 'WL', 'MIN', 'FGM', 'FGA', 'FG_PCT', 'FG3M', 'FG3A', 'FG3_PCT', 'FTM', 'FTA', 'FT_PCT', 'OREB', 'DREB', 'REB', 'AST', 'STL', 'BLK', 'TOV', 'PF', 'PTS', 'PLUS_MINUS', 'VIDEO_AVAILABLE'
Kawhi Leonard,22020,202695,22000400,"FEB 12, 2021",LAC @ CHI,W,33,14,21,0.667,1,6,0.167,4,5,0.8,0,6,6,3,2,0,0,0,33,4,1
James Harden,22024,201935,22400385,"DEC 21, 2024",LAC @ DAL,L,37,6,18,0.333,2,9,0.222,5,5,1.0,0,8,8,3,1,1,7,2,19,-3,1
James Harden,22024,201935,22400368,"DEC 19, 2024",LAC @ DAL,W,36,6,14,0.429,2,5,0.4,10,10,1.0,1,3,4,7,1,0,6,2,24,19,1
James Harden,22024,201935,22401226,"DEC 16, 2024",LAC vs. UTA,W,31,11,17,0.647,7,11,0.636,12,14,0.857,0,1,1,6,1,1,4,2,41,27,1
James Harden,22024,201935,22401213,"DEC 13, 2024",LAC @ DEN,L,32,6,14,0.429,2,6,0.333,1,2,0.5,0,5,5,6,2,0,9,1,15,-16,1
James Harden,22024,201935,22400324,"DEC 04, 2024",LAC vs. MIN,L,25,1,10,0.1,1,6,0.167,2,2,1.0,0,3,3,3,0,0,4,0,5,-27,1
James Harden,22024,201935,22400060,"DEC 03, 2024",LAC vs. POR,W,32,6,15,0.4,3,10,0.3,8,9,0.889,0,1,1,7,1,0,4,2,23,27,1
James Harden,22024,201935,22400314,"DEC 01, 2024",LAC vs. DEN,W,38,10,26,0.385,6,15,0.4,13,13,1.0,2,7,9,11,1,0,5,4,39,14,1
James Harden,22024,201935,22400044,"NOV 29, 2024",LAC @ MIN,L,37,7,20,0.35,3,9,0.333,3,4,0.75,0,6,6,11,5,0,4,1,20,-3,1
James Harden,22024,201935,22400291,"NOV 27, 2024",LAC @ WAS,W,32,13,22,0.591,7,11,0.636,10,11,0.909,1,3,4,7,3,0,4,0,43,25,1
James Harden,22024,201935,22400281,"NOV 25, 2024",LAC @ BOS,L,30,8,17,0.471,3,8,0.375,0,0,0.0,0,8,8,9,0,0,5,1,19,-14,1
James Harden,22024,201935,22400274,"NOV 24, 2024",LAC @ PHI,W,27,4,10,0.4,3,7,0.429,12,12,1.0,0,2,2,8,1,0,4,1,23,30,1
James Harden,22024,201935,22400034,"NOV 22, 2024",LAC vs. SAC,W,36,5,18,0.278,2,10,0.2,10,10,1.0,0,6,6,9,3,1,4,0,22,14,1
James Harden,22024,201935,22400259,"NOV 20, 2024",LAC vs. ORL,W,34,5,14,0.357,3,6,0.5,11,12,0.917,0,7,7,5,0,0,5,3,24,18,1
James Harden,22024,201935,22400251,"NOV 18, 2024",LAC vs. GSW,W,41,4,15,0.267,2,6,0.333,2,2,1.0,0,6,6,16,2,2,3,2,12,-4,1
James Harden,22024,201935,22400243,"NOV 17, 2024",LAC vs. UTA,W,34,7,14,0.5,2,8,0.25,4,5,0.8,1,5,6,11,2,2,0,1,20,9,1
James Harden,22024,201935,22400016,"NOV 15, 2024",LAC @ HOU,L,31,7,14,0.5,3,9,0.333,4,4,1.0,0,6,6,2,0,1,5,3,21,-17,1
James Harden,22024,201935,22400222,"NOV 13, 2024",LAC @ HOU,L,31,6,15,0.4,3,8,0.375,4,5,0.8,0,6,6,7,3,0,1,1,19,-12,1
James Harden,22024,201935,22400215,"NOV 11, 2024",LAC @ OKC,L,37,5,15,0.333,3,7,0.429,4,5,0.8,3,8,11,9,0,0,5,5,17,-7,1
James Harden,22024,201935,22400200,"NOV 09, 2024",LAC vs. TOR,W,34,5,17,0.294,2,8,0.25,12,13,0.923,1,11,12,7,1,0,4,2,24,-2,1
James Harden,22024,201935,22400196,"NOV 08, 2024",LAC @ SAC,W,35,5,16,0.313,3,6,0.5,9,9,1.0,0,4,4,8,2,0,7,2,22,7,1
James Harden,22024,201935,22400179,"NOV 06, 2024",LAC vs. PHI,W,34,5,15,0.333,1,6,0.167,7,9,0.778,0,4,4,6,3,1,6,1,18,13,1
James Harden,22024,201935,22400168,"NOV 04, 2024",LAC vs. SAS,W,33,6,10,0.6,3,5,0.6,2,4,0.5,2,6,8,4,1,3,2,3,17,-12,1
James Harden,22024,201935,22400150,"NOV 02, 2024",LAC vs. OKC,L,32,4,13,0.308,2,9,0.222,2,2,1.0,0,13,13,7,3,3,2,2,12,-9,1
James Harden,22024,201935,22400131,"OCT 31, 2024",LAC vs. PHX,L,36,8,19,0.421,3,10,0.3,6,7,0.857,0,10,10,13,2,2,6,2,25,-2,1
James Harden,22024,201935,22400127,"OCT 30, 2024",LAC vs. POR,L,32,6,18,0.333,5,11,0.455,2,4,0.5,0,5,5,10,3,0,5,2,19,1,1
James Harden,22024,201935,22400101,"OCT 27, 2024",LAC @ GSW,W,36,6,19,0.316,2,12,0.167,9,9,1.0,1,6,7,11,0,0,5,1,23,4,1
James Harden,22024,201935,22400087,"OCT 26, 2024",LAC @ DEN,W,38,5,11,0.455,1,5,0.2,12,13,0.923,0,6,6,16,1,1,7,5,23,3,1
James Harden,22024,201935,22400071,"OCT 23, 2024",LAC vs. PHX,L,40,10,28,0.357,2,9,0.222,7,9,0.778,3,9,12,8,1,0,8,3,29,-4,1
James Harden,22023,201935,22301184,"APR 12, 2024",LAC vs. UTA,L,10,1,4,0.25,0,2,0.0,2,3,0.667,0,0,0,5,0,0,1,0,4,8,1
James Harden,22023,201935,22301132,"APR 07, 2024",LAC vs. CLE,W,26,6,11,0.545,4,8,0.5,6,6,1.0,0,5,5,5,0,0,2,3,22,-20,1
James Harden,22023,201935,22301126,"APR 05, 2024",LAC vs. UTA,W,33,4,10,0.4,2,7,0.286,3,3,1.0,0,10,10,15,0,0,5,1,13,19,1
James Harden,22023,201935,22301114,"APR 04, 2024",LAC vs. DEN,W,38,6,23,0.261,2,13,0.154,6,7,0.857,1,5,6,8,1,0,1,0,20,4,1
James Harden,22023,201935,22301101,"APR 02, 2024",LAC @ SAC,L,31,1,7,0.143,1,5,0.2,3,4,0.75,1,4,5,8,1,0,5,0,6,-13,1
James Harden,22023,201935,22301079,"MAR 31, 2024",LAC @ CHA,W,36,1,3,0.333,1,3,0.333,3,4,0.75,0,6,6,10,1,0,0,0,6,6,1
James Harden,22023,201935,22301064,"MAR 29, 2024",LAC @ ORL,W,37,3,12,0.25,1,7,0.143,4,5,0.8,2,6,8,4,4,0,4,1,11,-3,1
James Harden,22023,201935,22301052,"MAR 27, 2024",LAC @ PHI,W,39,6,15,0.4,3,9,0.333,1,2,0.5,0,5,5,14,2,1,1,1,16,1,1
James Harden,22023,201935,22301043,"MAR 25, 2024",LAC vs. IND,L,34,3,7,0.429,0,1,0.0,5,5,1.0,0,3,3,7,1,0,1,3,11,-24,1
James Harden,22023,201935,22301028,"MAR 24, 2024",LAC vs. PHI,L,34,5,13,0.385,0,6,0.0,2,2,1.0,1,3,4,14,1,1,2,0,12,-16,1
James Harden,22023,201935,22301017,"MAR 22, 2024",LAC @ POR,W,36,5,13,0.385,2,9,0.222,3,4,0.75,1,4,5,10,1,1,2,1,15,21,1
James Harden,22023,201935,22301003,"MAR 20, 2024",LAC @ POR,W,36,6,11,0.545,5,9,0.556,2,2,1.0,0,4,4,14,0,1,3,1,19,22,1
James Harden,22023,201935,22300982,"MAR 17, 2024",LAC vs. ATL,L,36,3,10,0.3,2,5,0.4,1,1,1.0,0,6,6,9,1,1,3,2,9,-15,1
James Harden,22023,201935,22300944,"MAR 12, 2024",LAC vs. MIN,L,34,4,10,0.4,2,6,0.333,2,2,1.0,0,2,2,7,2,0,4,1,12,-15,1
James Harden,22023,201935,22300924,"MAR 10, 2024",LAC vs. MIL,L,36,5,16,0.313,1,6,0.167,2,2,1.0,3,2,5,11,0,0,5,4,13,-13,1
James Harden,22023,201935,22300917,"MAR 09, 2024",LAC vs. CHI,W,34,4,10,0.4,4,10,0.4,2,2,1.0,0,11,11,10,1,0,1,2,14,4,1
James Harden,22023,201935,22300897,"MAR 06, 2024",LAC @ HOU,W,39,6,13,0.462,1,5,0.2,8,8,1.0,0,5,5,7,1,1,2,2,21,8,1
James Harden,22023,201935,22300880,"MAR 04, 2024",LAC @ MIL,L,37,9,16,0.563,5,10,0.5,6,9,0.667,0,4,4,8,0,1,3,2,29,-4,1
James Harden,22023,201935,22300873,"MAR 03, 2024",LAC @ MIN,W,34,0,10,0.0,0,6,0.0,4,4,1.0,0,5,5,10,1,2,1,1,4,-10,1
James Harden,22023,201935,22300865,"MAR 01, 2024",LAC vs. WAS,W,25,9,13,0.692,6,9,0.667,4,4,1.0,1,3,4,8,0,3,3,1,28,19,1
James Harden,22023,201935,22300848,"FEB 28, 2024",LAC vs. LAL,L,40,8,16,0.5,2,9,0.222,5,6,0.833,1,2,3,9,1,0,4,1,23,-12,1
James Harden,22023,201935,22300827,"FEB 25, 2024",LAC vs. SAC,L,35,4,13,0.308,2,10,0.2,10,10,1.0,0,5,5,8,0,0,3,3,20,-25,1
James Harden,22023,201935,22300807,"FEB 23, 2024",LAC @ MEM,W,39,1,8,0.125,1,4,0.25,6,7,0.857,1,7,8,8,0,1,4,0,9,3,1
James Harden,22023,201935,22300799,"FEB 22, 2024",LAC @ OKC,L,29,5,9,0.556,3,6,0.5,4,4,1.0,2,4,6,2,1,0,3,2,17,-7,1
James Harden,22023,201935,22300789,"FEB 14, 2024",LAC @ GSW,W,40,7,12,0.583,4,9,0.444,8,9,0.889,2,6,8,7,0,1,1,0,26,13,1
James Harden,22023,201935,22300770,"FEB 12, 2024",LAC vs. MIN,L,32,5,13,0.385,3,8,0.375,4,5,0.8,0,2,2,6,1,1,0,0,17,-9,1
James Harden,22023,201935,22300749,"FEB 10, 2024",LAC vs. DET,W,36,4,11,0.364,2,8,0.25,4,4,1.0,0,6,6,8,1,1,5,1,14,8,1
James Harden,22023,201935,22300731,"FEB 07, 2024",LAC vs. NOP,L,38,6,11,0.545,5,6,0.833,2,3,0.667,1,7,8,5,1,1,4,2,19,-1,1
James Harden,22023,201935,22300716,"FEB 05, 2024",LAC @ ATL,W,39,7,14,0.5,6,9,0.667,10,10,1.0,2,6,8,10,2,1,2,3,30,11,1
James Harden,22023,201935,22300708,"FEB 04, 2024",LAC @ MIA,W,42,7,13,0.538,5,9,0.556,2,4,0.5,0,8,8,11,1,1,4,1,21,10,1
James Harden,22023,201935,22300688,"FEB 02, 2024",LAC @ DET,W,34,1,10,0.1,0,5,0.0,2,2,1.0,1,2,3,6,1,0,1,1,4,8,1
James Harden,22023,201935,22300676,"JAN 31, 2024",LAC @ WAS,W,33,7,15,0.467,5,10,0.5,6,6,1.0,1,8,9,5,2,4,2,2,25,20,1
James Harden,22023,201935,22300658,"JAN 29, 2024",LAC @ CLE,L,39,3,8,0.375,2,5,0.4,3,4,0.75,0,7,7,10,1,1,3,2,11,-2,1
James Harden,22023,201935,22300646,"JAN 27, 2024",LAC @ BOS,W,27,2,11,0.182,0,6,0.0,5,6,0.833,1,7,8,7,0,0,1,2,9,36,1
James Harden,22023,201935,22300637,"JAN 26, 2024",LAC @ TOR,W,35,8,14,0.571,2,7,0.286,4,4,1.0,0,10,10,13,1,1,1,3,22,27,1
James Harden,22023,201935,22300618,"JAN 23, 2024",LAC vs. LAL,W,39,8,17,0.471,4,8,0.5,3,5,0.6,1,1,2,10,1,1,1,3,23,10,1
James Harden,22023,201935,22300600,"JAN 21, 2024",LAC vs. BKN,W,38,6,11,0.545,3,6,0.5,9,9,1.0,0,5,5,10,2,1,4,2,24,9,1
James Harden,22023,201935,22300568,"JAN 16, 2024",LAC vs. OKC,W,41,5,14,0.357,4,10,0.4,2,2,1.0,0,5,5,8,0,1,1,2,16,8,1
James Harden,22023,201935,22300553,"JAN 14, 2024",LAC @ MIN,L,36,4,14,0.286,2,9,0.222,4,5,0.8,0,1,1,8,2,2,4,3,14,-3,1
James Harden,22023,201935,22300537,"JAN 12, 2024",LAC @ MEM,W,28,3,7,0.429,2,4,0.5,3,3,1.0,0,1,1,9,1,0,3,0,11,20,1
James Harden,22023,201935,22300526,"JAN 10, 2024",LAC vs. TOR,W,34,5,13,0.385,2,7,0.286,2,2,1.0,0,5,5,11,1,0,3,4,14,8,1
James Harden,22023,201935,22300511,"JAN 08, 2024",LAC vs. PHX,W,30,6,8,0.75,3,4,0.75,4,4,1.0,0,7,7,10,0,0,3,1,19,25,1
James Harden,22023,201935,22300505,"JAN 07, 2024",LAC @ LAL,L,39,4,13,0.308,3,7,0.429,4,5,0.8,2,2,4,9,1,0,5,3,15,-1,1
James Harden,22023,201935,22300486,"JAN 05, 2024",LAC @ NOP,W,29,2,7,0.286,1,6,0.167,3,3,1.0,0,3,3,13,0,0,1,2,8,18,1
James Harden,22023,201935,22300473,"JAN 03, 2024",LAC @ PHX,W,36,7,13,0.538,4,7,0.571,4,4,1.0,0,5,5,11,0,1,4,2,22,1,1
James Harden,22023,201935,22300458,"JAN 01, 2024",LAC vs. MIA,W,31,5,8,0.625,3,5,0.6,2,2,1.0,0,4,4,10,1,2,2,1,15,26,1
James Harden,22023,201935,22300438,"DEC 29, 2023",LAC vs. MEM,W,44,4,13,0.308,2,9,0.222,6,8,0.75,0,4,4,13,0,3,5,1,16,16,1
James Harden,22023,201935,22300414,"DEC 26, 2023",LAC vs. CHA,W,40,8,16,0.5,6,12,0.5,7,8,0.875,0,6,6,8,2,1,4,2,29,20,1
James Harden,22023,201935,22300389,"DEC 23, 2023",LAC vs. BOS,L,29,6,13,0.462,2,5,0.4,0,0,0.0,0,4,4,9,1,0,4,4,14,-34,1
James Harden,22023,201935,22300379,"DEC 21, 2023",LAC @ OKC,L,34,7,18,0.389,4,9,0.444,5,6,0.833,2,7,9,6,3,1,3,1,23,-17,1
James Harden,22023,201935,22300372,"DEC 20, 2023",LAC @ DAL,W,39,4,12,0.333,2,8,0.25,7,8,0.875,0,5,5,11,0,2,4,3,17,10,1
James Harden,22023,201935,22300350,"DEC 18, 2023",LAC @ IND,W,28,12,16,0.75,8,11,0.727,3,3,1.0,0,3,3,9,1,1,1,2,35,32,1
James Harden,22023,201935,22300343,"DEC 16, 2023",LAC vs. NYK,W,28,2,6,0.333,1,4,0.25,5,7,0.714,0,4,4,12,1,2,1,3,10,22,1
James Harden,22023,201935,22300325,"DEC 14, 2023",LAC vs. GSW,W,42,6,12,0.5,5,6,0.833,11,12,0.917,2,5,7,15,1,4,4,3,28,12,1
James Harden,22023,201935,22300309,"DEC 12, 2023",LAC vs. SAC,W,28,4,9,0.444,0,4,0.0,7,7,1.0,0,6,6,7,2,0,2,3,15,26,1
James Harden,22023,201935,22300304,"DEC 11, 2023",LAC vs. POR,W,37,7,14,0.5,3,6,0.5,3,3,1.0,0,7,7,7,1,2,3,2,20,3,1
James Harden,22023,201935,22301225,"DEC 08, 2023",LAC @ UTA,W,34,2,8,0.25,2,6,0.333,6,7,0.857,0,7,7,8,0,1,2,2,12,18,1
James Harden,22023,201935,22301215,"DEC 06, 2023",LAC vs. DEN,W,32,6,10,0.6,2,3,0.667,6,7,0.857,0,1,1,11,3,1,4,0,20,6,1
James Harden,22023,201935,22300280,"DEC 02, 2023",LAC vs. GSW,W,35,7,14,0.5,2,7,0.286,5,5,1.0,0,5,5,9,1,0,1,4,21,0,1
James Harden,22023,201935,22300273,"NOV 30, 2023",LAC @ GSW,L,37,6,13,0.462,5,10,0.5,1,2,0.5,0,3,3,7,1,0,1,3,18,-1,1
James Harden,22023,201935,22300264,"NOV 29, 2023",LAC @ SAC,W,39,8,14,0.571,5,8,0.625,5,5,1.0,1,2,3,6,5,0,2,4,26,19,1
James Harden,22023,201935,22300257,"NOV 27, 2023",LAC vs. DEN,L,36,3,7,0.429,3,5,0.6,2,2,1.0,0,2,2,4,1,0,3,3,11,6,1
James Harden,22023,201935,22300244,"NOV 25, 2023",LAC vs. DAL,W,28,2,8,0.25,2,6,0.333,2,2,1.0,0,4,4,7,1,2,2,1,8,14,1
James Harden,22023,201935,22300052,"NOV 24, 2023",LAC vs. NOP,L,37,2,8,0.25,1,6,0.167,3,6,0.5,0,5,5,10,4,1,3,3,8,-6,1
James Harden,22023,201935,22300235,"NOV 22, 2023",LAC @ SAS,W,36,3,7,0.429,2,4,0.5,8,12,0.667,0,6,6,9,1,1,4,3,16,-2,1
James Harden,22023,201935,22300223,"NOV 20, 2023",LAC @ SAS,W,28,4,12,0.333,2,8,0.25,3,3,1.0,1,2,3,10,2,0,0,2,13,17,1
James Harden,22023,201935,22300037,"NOV 17, 2023",LAC vs. HOU,W,34,8,11,0.727,2,4,0.5,6,7,0.857,1,8,9,7,0,1,3,1,24,21,1
James Harden,22023,201935,22300024,"NOV 14, 2023",LAC @ DEN,L,35,7,15,0.467,3,8,0.375,4,4,1.0,0,2,2,4,0,0,1,3,21,-3,1
James Harden,22023,201935,22300179,"NOV 12, 2023",LAC vs. MEM,L,29,4,12,0.333,1,7,0.143,2,2,1.0,2,2,4,3,1,1,1,0,11,-28,1
James Harden,22023,201935,22300014,"NOV 10, 2023",LAC @ DAL,L,29,3,6,0.5,2,3,0.667,6,6,1.0,0,5,5,3,2,0,2,0,14,-6,1
James Harden,22023,201935,22300160,"NOV 08, 2023",LAC @ BKN,L,36,4,9,0.444,2,5,0.4,2,2,1.0,0,8,8,5,2,0,5,0,12,-15,1
James Harden,22023,201935,22300151,"NOV 06, 2023",LAC @ NYK,L,31,6,9,0.667,2,4,0.5,3,3,1.0,0,3,3,6,1,0,2,2,17,-18,1
James Harden,22022,201935,22201198,"APR 06, 2023",PHI vs. MIA,L,28,5,12,0.417,2,6,0.333,2,2,1.0,0,4,4,4,0,0,3,1,14,-14,1
James Harden,22022,201935,22201181,"APR 04, 2023",PHI vs. BOS,W,40,7,17,0.412,4,9,0.444,2,2,1.0,0,5,5,10,1,2,0,1,20,-4,1
James Harden,22022,201935,22201174,"APR 02, 2023",PHI @ MIL,L,34,4,9,0.444,1,3,0.333,2,2,1.0,1,1,2,6,1,0,5,3,11,-12,1
James Harden,22022,201935,22201150,"MAR 31, 2023",PHI vs. TOR,W,37,9,14,0.643,3,6,0.5,2,2,1.0,1,2,3,11,2,1,6,2,23,8,1
James Harden,22022,201935,22201139,"MAR 29, 2023",PHI vs. DAL,W,38,4,14,0.286,2,6,0.333,5,7,0.714,2,2,4,12,3,0,2,3,15,3,1
James Harden,22022,201935,22201072,"MAR 20, 2023",PHI vs. CHI,L,47,2,14,0.143,0,6,0.0,1,1,1.0,0,7,7,12,1,1,5,2,5,-11,1
James Harden,22022,201935,22201047,"MAR 17, 2023",PHI @ CHA,W,31,4,15,0.267,0,6,0.0,3,4,0.75,3,8,11,10,3,0,2,1,11,25,1
James Harden,22022,201935,22201035,"MAR 15, 2023",PHI @ CLE,W,40,8,18,0.444,3,9,0.333,9,12,0.75,1,5,6,12,3,0,4,4,28,16,1
James Harden,22022,201935,22201016,"MAR 12, 2023",PHI vs. WAS,W,33,6,11,0.545,3,7,0.429,3,4,0.75,0,2,2,14,1,0,3,0,18,25,1
James Harden,22022,201935,22200998,"MAR 10, 2023",PHI vs. POR,W,39,6,14,0.429,2,8,0.25,5,5,1.0,1,8,9,8,0,0,2,3,19,-3,1
James Harden,22022,201935,22200972,"MAR 06, 2023",PHI @ IND,W,40,3,11,0.273,1,6,0.167,7,9,0.778,1,8,9,20,0,0,1,0,14,13,1
James Harden,22022,201935,22200960,"MAR 04, 2023",PHI @ MIL,W,39,11,26,0.423,5,9,0.556,11,11,1.0,4,5,9,10,1,0,2,1,38,5,1
James Harden,22022,201935,22200943,"MAR 02, 2023",PHI @ DAL,L,38,8,12,0.667,5,7,0.714,6,6,1.0,0,4,4,13,0,0,6,1,27,-21,1
James Harden,22022,201935,22200936,"MAR 01, 2023",PHI @ MIA,W,37,6,15,0.4,4,9,0.444,7,7,1.0,2,5,7,5,0,1,3,2,23,17,1
James Harden,22022,201935,22200920,"FEB 27, 2023",PHI vs. MIA,L,39,5,14,0.357,3,8,0.375,7,8,0.875,1,5,6,12,2,0,4,1,20,10,1
James Harden,22022,201935,22200908,"FEB 25, 2023",PHI vs. BOS,L,41,5,16,0.313,2,8,0.25,9,9,1.0,1,5,6,8,3,0,4,1,21,9,1
James Harden,22022,201935,22200889,"FEB 23, 2023",PHI vs. MEM,W,40,10,16,0.625,6,9,0.667,5,7,0.714,0,7,7,7,1,2,4,2,31,5,1
James Harden,22022,201935,22200875,"FEB 15, 2023",PHI vs. CLE,W,38,5,11,0.455,3,7,0.429,6,6,1.0,0,4,4,12,1,1,3,1,19,5,1
James Harden,22022,201935,22200860,"FEB 13, 2023",PHI vs. HOU,W,32,9,18,0.5,4,9,0.444,6,7,0.857,0,2,2,10,2,2,3,1,28,12,1
James Harden,22022,201935,22200846,"FEB 11, 2023",PHI @ BKN,W,37,9,20,0.45,2,6,0.333,9,9,1.0,2,4,6,6,1,1,3,2,29,-1,1
James Harden,22022,201935,22200837,"FEB 10, 2023",PHI vs. NYK,W,37,7,16,0.438,2,7,0.286,4,5,0.8,0,8,8,12,1,0,3,1,20,16,1
James Harden,22022,201935,22200824,"FEB 08, 2023",PHI @ BOS,L,37,8,14,0.571,3,7,0.429,7,8,0.875,0,3,3,11,1,1,1,2,26,1,1
James Harden,22022,201935,22200804,"FEB 05, 2023",PHI @ NYK,L,38,4,11,0.364,0,4,0.0,4,6,0.667,0,8,8,12,2,1,2,3,12,15,1
James Harden,22022,201935,22200791,"FEB 03, 2023",PHI @ SAS,W,25,4,10,0.4,2,5,0.4,6,8,0.75,1,3,4,8,0,0,3,0,16,7,1
James Harden,22022,201935,22200770,"FEB 01, 2023",PHI vs. ORL,W,38,7,13,0.538,6,10,0.6,6,7,0.857,1,8,9,10,1,0,7,2,26,7,1
James Harden,22022,201935,22200756,"JAN 30, 2023",PHI vs. ORL,L,35,5,14,0.357,3,9,0.333,4,4,1.0,0,8,8,6,0,0,2,2,17,-19,1
James Harden,22022,201935,22200741,"JAN 28, 2023",PHI vs. DEN,W,36,5,10,0.5,3,6,0.5,4,6,0.667,1,3,4,13,0,0,0,1,17,-3,1
James Harden,22022,201935,22200721,"JAN 25, 2023",PHI vs. BKN,W,35,6,12,0.5,5,10,0.5,6,7,0.857,0,3,3,7,2,1,6,4,23,4,1
James Harden,22022,201935,22200682,"JAN 19, 2023",PHI @ POR,W,34,6,11,0.545,1,4,0.25,3,4,0.75,0,10,10,14,0,0,5,3,16,3,1
James Harden,22022,201935,22200668,"JAN 17, 2023",PHI @ LAC,W,32,1,6,0.167,0,4,0.0,4,4,1.0,0,3,3,9,1,1,3,1,6,3,1
James Harden,22022,201935,22200655,"JAN 15, 2023",PHI @ LAL,W,36,9,15,0.6,4,7,0.571,2,2,1.0,0,7,7,13,1,1,2,3,24,1,1
James Harden,22022,201935,22200646,"JAN 14, 2023",PHI @ UTA,W,38,11,19,0.579,4,10,0.4,5,5,1.0,1,5,6,11,0,0,2,4,31,-2,1
James Harden,22022,201935,22200626,"JAN 12, 2023",PHI vs. OKC,L,36,6,13,0.462,5,10,0.5,7,8,0.875,0,6,6,15,1,0,7,3,24,-4,1
James Harden,22022,201935,22200612,"JAN 10, 2023",PHI vs. DET,W,26,6,7,0.857,2,3,0.667,2,3,0.667,1,11,12,15,2,0,3,1,16,35,1
James Harden,22022,201935,22200596,"JAN 08, 2023",PHI @ DET,W,28,7,14,0.5,3,5,0.6,3,4,0.75,1,10,11,11,0,1,1,2,20,7,1
James Harden,22022,201935,22200581,"JAN 06, 2023",PHI vs. CHI,L,34,4,17,0.235,3,9,0.333,6,8,0.75,5,2,7,11,1,0,1,0,17,-10,1
James Harden,22022,201935,22200567,"JAN 04, 2023",PHI vs. IND,W,43,8,20,0.4,2,8,0.25,8,10,0.8,0,6,6,8,1,2,4,3,26,-4,1
James Harden,22022,201935,22200554,"JAN 02, 2023",PHI vs. NOP,W,38,8,19,0.421,3,9,0.333,8,10,0.8,0,2,2,8,2,1,1,3,27,10,1
James Harden,22022,201935,22200534,"DEC 30, 2022",PHI @ NOP,L,35,5,8,0.625,4,7,0.571,6,6,1.0,0,1,1,10,0,0,7,1,20,3,1
James Harden,22022,201935,22200506,"DEC 27, 2022",PHI @ WAS,L,40,7,14,0.5,2,8,0.25,10,10,1.0,0,7,7,13,3,1,5,1,26,-2,1
James Harden,22022,201935,22200493,"DEC 25, 2022",PHI @ NYK,W,43,7,16,0.438,5,11,0.455,10,11,0.909,0,4,4,13,4,1,1,3,29,10,1
James Harden,22022,201935,22200480,"DEC 23, 2022",PHI vs. LAC,W,41,6,17,0.353,3,6,0.5,5,6,0.833,0,11,11,21,1,0,3,2,20,11,1
James Harden,22022,201935,22200467,"DEC 21, 2022",PHI vs. DET,W,33,6,14,0.429,2,7,0.286,1,2,0.5,0,2,2,8,1,1,4,2,15,8,1
James Harden,22022,201935,22200453,"DEC 19, 2022",PHI vs. TOR,W,42,5,14,0.357,1,6,0.167,3,3,1.0,0,7,7,8,1,0,5,2,14,14,1
James Harden,22022,201935,22200432,"DEC 16, 2022",PHI vs. GSW,W,36,8,15,0.533,4,8,0.5,7,9,0.778,1,4,5,9,0,0,4,4,27,8,1
James Harden,22022,201935,22200409,"DEC 13, 2022",PHI vs. SAC,W,36,7,13,0.538,4,7,0.571,3,6,0.5,0,7,7,15,5,0,6,2,21,24,1
James Harden,22022,201935,22200399,"DEC 11, 2022",PHI vs. CHA,W,38,6,12,0.5,3,8,0.375,4,5,0.8,1,8,9,16,0,1,4,3,19,18,1
James Harden,22022,201935,22200382,"DEC 09, 2022",PHI vs. LAL,W,47,9,19,0.474,3,8,0.375,7,8,0.875,1,3,4,12,2,1,5,2,28,10,1
James Harden,22022,201935,22200356,"DEC 05, 2022",PHI @ HOU,L,38,4,19,0.211,4,11,0.364,9,10,0.9,1,3,4,7,2,0,7,2,21,4,1
James Harden,22022,201935,22200108,"NOV 02, 2022",PHI vs. WAS,L,35,8,18,0.444,3,8,0.375,5,6,0.833,0,5,5,10,1,0,3,2,24,-9,1
lebron james,22024,2544,22400376,"DEC 21, 2024",LAL @ SAC,W,34,13,24,0.542,1,8,0.125,5,6,0.833,0,7,7,6,4,0,4,2,32,10,1
lebron james,22024,2544,22400372,"DEC 19, 2024",LAL @ SAC,W,34,8,21,0.381,1,4,0.25,2,2,1.0,0,6,6,7,0,1,2,1,19,13,1
lebron james,22024,2544,22401220,"DEC 15, 2024",LAL vs. MEM,W,34,7,17,0.412,3,6,0.5,1,4,0.25,4,4,8,8,1,2,5,2,18,0,1
lebron james,22024,2544,22400334,"DEC 06, 2024",LAL @ ATL,L,43,14,25,0.56,6,11,0.545,5,6,0.833,0,10,10,11,2,3,4,3,39,3,1
lebron james,22024,2544,22400321,"DEC 04, 2024",LAL @ MIA,L,29,12,18,0.667,1,4,0.25,4,4,1.0,1,4,5,8,1,0,5,2,29,-21,1
lebron james,22024,2544,22400318,"DEC 02, 2024",LAL @ MIN,L,31,4,16,0.25,0,4,0.0,2,4,0.5,3,5,8,4,0,0,6,1,10,-28,1
lebron james,22024,2544,22400311,"DEC 01, 2024",LAL @ UTA,W,36,12,28,0.429,0,9,0.0,3,3,1.0,1,4,5,14,0,2,3,1,27,0,1
lebron james,22024,2544,22400048,"NOV 29, 2024",LAL vs. OKC,L,34,5,13,0.385,0,4,0.0,2,2,1.0,0,8,8,6,0,0,5,0,12,-12,1
lebron james,22024,2544,22400296,"NOV 27, 2024",LAL @ SAS,W,33,8,18,0.444,0,2,0.0,0,0,0.0,3,7,10,11,1,1,5,0,16,4,1
